id_campanha,ponto,data,1-Bromo-4-flurbenzeno,"2,4-D",2-Fluorobifenilo (Surrogate),2-Metilnaftaleno,Acenafteno,Acenaftileno,Acidez Total,Alaclor,Alcalinidade Total,Alcalinidade de Bicarbonato,Aldicarbe + Aldicarbe Sulfona + Aldicarbe Sulfóxido,Aldrin,Aldrin e Dieldrin,Aldrin+Dieldrin,Alumínio Total,Alumínio dissolvido,Ametrina,Amônia,Antraceno,Arsênio,Atrazina,"Atrazina + S-Clorotriazinas (DEA, DIA, DACT)",Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Boro Total,Bário Total,Carbendazim,Carbofurano,Ceriodaphnia dubia,Chumbo,Cianeto Livre,Ciproconazol,Cis-Clordano,Clordano (Isômeros),Cloreto,Cloreto Dissolvido,Cloro Residual Total,Clorofila a,Clorotalonil,Clorpirifós + Clorpirifos-oxon,Cobalto Dissolvido,Cobalto Total,Cobre Dissolvido,Cobre total,Coliformes Termotolerantes,Coliformes Totais,Condutividade Elétrica,Condutividade Elétrica (In situ),Cor Aparente,Cor Verdadeira,Criseno,Cromo,Cádmio,Cálcio Dissolvido,Cálcio Total,Cálcio total,DDD(Isomeros),DDE(Isomeros),DDT(Isomeros),"DDT(p,p-DDT, p,p-DDD, p,p-DDE)",Decano(C10),Demanda Bioquímica de Oxigênio,Demanda Química de Oxigênio,Densidade de Cianobactérias,"Dibenzo(a,h)antraceno",Dieldrin,Difenoconazol,Dimetoato + ometoato,Diuron,Docosano (C22),Dodecano(C12),Dotriacontano(C32),Dureza Cálcio,Dureza total,Déficit de OD de acordo com mg/L,Déficit de oxigênio dissolvido,Eicosano(C20),"Endosulfan (a, b, sulfato)",Endosulfan sulfato,Endrin,Enterococos/Estreptococos,Epoxiconazol,Escherichia coli,Estanho Total,Etilbenzeno,Fenantreno,Fenóis,Feoftina,Ferro Dissolvido,Ferro Total,Fipronil,Fitano(C20),Fluoranteno,Fluoreno,Fluoreto,Flutriafol,Fosfato,Fósforo Total,Fósforo Total Dissolvido,Glifosato,Glifosato + AMPA,Gution,Heneicosano(C21),Hentriacontano(C31),Heptacloro,Heptacloro + Heptacloro Epóxido,Heptacosano(C27),Heptadecano(C17),Heptatriacontano(C37),Hexaclorobenzeno,Hexacosano(C26),Hexadecano(C16),Hexatriacontano(C36),Hidroxi-Atrazina,Lindano (gama-BHC),M-Paration,Magnésio Dissolvido,Magnésio Total,Malation,Mancozebe + ETU,Manganês Dissolvido,Manganês Total,Material Flutuante,Mercúrio,Metamidofós + Acefato,Metolaclor,Metolacloro,Metoxicloro,Metribuzim,Mirex (Dodecacloropentaciclodecano),Molibdênio Total,Molinato,Naftaleno,Nitrato,Nitrato (N),Nitrito,Nitrito (N),Nitrogênio Amoniacal,Nitrogênio Inorgânico,Nitrogênio Orgânico,Nitrogênio Total,Nitrogênio Total Kjeldahl,Nonacosano(C29),Nonadecano(C19),Nonano(C9),Nonatriacontano(C39),Níquel Dissolvido,Níquel Total,Nível de Água,Octacosano(C28),Octadecano(C18),Octano(C8),Octatriacontano(C38),Ortofosfato,Ortofosfato (P) Dissolvido,Ortofosfato (P) Total,Oxigênio dissolvido,P-Terfenil-d14 (Surrogate),PCB-101,PCB-118,PCB-138,PCB-153,PCB-180,PCB-28,PCB-52,PCBs,Paraquate,Pentacosano(C25),Pentadecano(C15),Pentatriacontano(C35),Picloram,Pireno,Potencial Redox,Potencial redox,Potássio Dissolvido,Potássio Total,Pristano(C19),Profenofós,Profundidade,Propargito,Protioconazol + ProticonazolDestio,Salinidade,Simazina,Sulfato,Sulfeto,Surfactantes Aniônicos,Sílica Dissolvido,Sódio Dissolvido,Sódio Total,Sólidos Dissolvidos Totais,Sólidos Sedimentáveis,Sólidos Suspensos Totais,Sólidos Totais,TPH Faixa Diesel (C14-C20),TPH Faixa Gasolina (C8-C11),TPH Faixa Querosene (C11-C14),TPH Faixa Óleos Lubrificantes (C20-C40),TPH Totais,Tebuconazol,Temperatura Ambiente,Temperatura ar,Temperatura da água,Tempo,Terbufós,Tetracontano(C40),Tetracosano(C24),Tetradecano(C14),Tetratriacontano(C34),Tiametoxam,Tiodicarbe,Tiram,Titânio Total,Tolueno,Trans-Clordano,Transparência,Triacontano(C30),Tricosano(C23),Tridecano(C13),Trifluralina,Trihalometanos,Tritriacontano(C33),Turbidez,Undecano(C11),Vanádio Total,Vazão,Xilenos,Zinco,a-BHC,a-Endosulfan,b-BHC,b-Endosulfan,d-BHC (Lindano),g-BHC (Lindano),m+p-Xileno,"o,p-DDD","o,p-DDE","o,p-DDT",o-Xileno,"p,p-DDD","p,p-DDE","p,p-DDT","p,p-DDT+p,p-DDE+p,p-DDD",p-Terfenil-d14 (Surrogate),pH,Índice de Estado Trófico - IET,Índice de Qualidade das Águas - IQA,Óleos e Graxas,Última Chuva
01/01/2015,NP100S,06/01/2015 07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,,,,,,,,,,,,,,,,,< 5,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,< 5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP110S,06/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,160.8,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,26.1,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,
01/01/2015,NP110S,07/01/2015 06:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,,,,,,,,,,,,,,,,,< 5,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,26.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP120F,08/01/2015 10:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,31.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP120S,07/01/2015 04:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,118.0,,,,,,,,,,,,,,,,< 5,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.28,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,115.7,,,,,0.2,,,,,,,,,,,55.0,,11.0,68.0,,,,,,,,30.2,26.6,,,,,,,,,,,,,,,,,,,,48.6,,,,,,,,,,,,,,,,,,,,,,7.35,,,,
01/01/2015,NP120ZF,08/01/2015 10:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,20.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP130F,08/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.53,,,,,,,,,,,,,,,6.53,,,,,,,,,,,,,,,,,160.8,,,,,8.0,,,,,,,,,,,45.0,,< 5,47.0,,,,,,,,32.6,26.5,,,,,,,,,,,,,,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,6.68,,,,
01/01/2015,NP130S,08/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,32.0,,,,,,,,,,,,,,,,< 5,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.23,,,,,,,,,,,,,,,8.45,,,,,,,,,,,,,,,,,120.3,,,,,0.2,,,,,,,,,,,39.0,,< 5,42.0,,,,,,,,32.6,29.8,,,,,,,,,,,,,0.5,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,7.2,,,,
01/01/2015,NP130ZF,08/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.24,,,,,,,,,,,,,,,7.93,,,,,,,,,,,,,,,,,135.4,,,,,0.75,,,,,,,,,,,44.0,,< 5,48.0,,,,,,,,32.6,28.8,,,,,,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,7.16,,,,
01/01/2015,NP140F,07/01/2015 07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-298.0,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,27.0,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,,,,
01/01/2015,NP140F,08/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,< 5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP140S,07/01/2015 07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,307.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,27.0,27.5,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,,,,
01/01/2015,NP140S,08/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,,,,,,,,,,,,,,,,,9.0,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,< 5,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP140ZF,07/01/2015 07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63,,,,,,,,,,,,,,,,,291.0,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,27.0,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,,,,
01/01/2015,NP140ZF,08/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,< 5,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,NP160S,06/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,83.0,,,,,,,,,,,,,,,,7.0,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.14,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,315.5,,,,,0.2,,,,,,,,,,,36.0,,24.0,55.0,,,,,,,,30.0,26.5,,,,,,,,,,,,,,,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,8.35,,,,
01/01/2015,NP170F,07/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.75,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-239.0,,,,,41.0,,,,,,,,,,,37.0,,< 5,38.0,,,,,,,,28.0,19.6,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,6.93,,,,
01/01/2015,NP170S,07/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,19.0,,,,,,,,,,,,,,,,12.0,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.17,,,,,,,,,,,,,,,8.56,,,,,,,,,,,,,,,,,165.0,,,,,0.2,,,,,,,,,,,23.0,,< 5,26.0,,,,,,,,28.0,28.0,,,,,,,,,,,,,2.0,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,7.73,,,,
01/01/2015,NP170ZF,07/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.23,,,,,,,,,,,,,,,8.31,,,,,,,,,,,,,,,,,176.0,,,,,3.0,,,,,,,,,,,30.0,,< 5,31.0,,,,,,,,28.0,27.8,,,,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,7.81,,,,
01/01/2015,NP180F,07/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.8,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-240.4,,,,,82.0,,,,,,,,,,,40.0,,< 5,44.0,,,,,,,,30.0,19.7,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,7.38,,,,
01/01/2015,NP180S,07/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,35.0,,,,,,,,,,,,,,,,< 5,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.16,,,,,,,,,,,,,,,8.42,,,,,,,,,,,,,,,,,166.2,,,,,0.2,,,,,,,,,,,32.0,,< 5,33.0,,,,,,,,30.0,28.8,,,,,,,,,,,,,2.0,,,,,,,3.14,,,,,,,,,,,,,,,,,,,,,,7.67,,,,
01/01/2015,NP180ZF,07/01/2015 12:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",0.16,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,166.5,,,,,3.0,,,,,,,,,,,27.0,,< 5,28.0,,,,,,,,30.0,28.5,,,,,,,,,,,,,,,,,,,,2.93,,,,,,,,,,,,,,,,,,,,,,7.79,,,,
01/01/2015,NP190S,06/01/2015 08:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,19.0,,,,,,,,,,,,,,,,< 5,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.47,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,230.5,,,,,0.2,,,,,,,,,,,40.0,,< 5,43.0,,,,,,,,25.5,25.4,,,,,,,,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,7.72,,,,
01/01/2015,PC001,27/01/2015 12:01,,,,,,,,,"43,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,"8,36",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,43",,,,,,,,,"0,29",,,,,,,,,,,,,,,,,,,,,,,"0,22",,,,,,,,,,,,,,"0,24",,,"8,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,8",,,,,,123,,"3,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,4",,,,,,,,,,,,,,,,,,,,,,,,,"<2,5",
01/01/2015,PC040S,21/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,,,,,,,,,,,,,,,,,80.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,28.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,
01/01/2015,PC050S,21/01/2015 08:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,,,,,,,,,,,,,,,,,47.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,21.3,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,
01/01/2015,PC050S,27/01/2015 12:01,,,,,,,,,"38,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,"4,18",,,,,,,,,,,,,,,,,,,,,,,,,,,"0,50",,,,,,,,,"0,40",,,,,,,,,,,,,,,,,,,,,,,"<0,025",,,,,,,,,,,,,,"<0,02",,,"4,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,12",,,,,,101,,"4,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,2",,,,,,,,,,,,,,,,,,,,,,,,,"<2,5",
01/01/2015,PF006F,12/01/2015 11:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,170.4,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,29.8,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,,,,
01/01/2015,PF006S,12/01/2015 11:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,138.6,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,29.8,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,
01/01/2015,PF006ZF,12/01/2015 11:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,151.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,29.8,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,
01/01/2015,PJ001,27/01/2015 09:01,,,,,,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,517.0,,,,,,,,,,,,,,,,,,< 5,1366.0,,,,,,,,,,,,,,,,,,,,,,,,,0.233,2.8,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,0.0333,,,,,,,,,,,,,,0.3,,,,,,0.54,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,,"< 0,2",,,,53.0,,< 5,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,,,,,,,,,,,,,,,,,,,,,,,,,< 5,
01/01/2015,PJ150S,27/01/2015 11:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,,,,,,,,,,,,,,,,,91.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,28.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,
01/01/2015,PÇ01,21/01/2015 07:01,,,,,,,,,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,980.0,,,,,,,,,,,,,,,,,,< 5,< 3,,,,,,,,,,,,,,,,,,,,,,,,,0.723,,,,,,,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,0.0136,,,,,,,,,,,,,"< 0,3",,,,,,"< 0,5",0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",,"< 0,2",,,,19.0,,< 5,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,< 5,
01/01/2015,PÇ010S,21/01/2015 09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,,,,,,,,,,,,,,,,,80.0,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,28.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,,,
01/01/2015,PÇ020S,21/01/2015 08:01,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,1203.0,,9.9,,,,,,,,,,,,,,,,< 5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,0.356,,,,,,,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,"< 0,3",,,,,,"< 0,5",0.23,,,,,,,,,,,,,,,7.95,,,,,,,,,,,,,,,,,47.0,,,,,0.2,,,,,"< 0,5",,"< 0,2",,,,24.0,,< 5,26.0,,,,,,,,21.3,24.3,,,,,,,,,,,,,,,,,,,,4.21,,,,,,,,,,,,,,,,,,,,,,8.3,,,< 5,
01/01/2015,RO100,14/01/2015 09:01,,,,,,,"3,99",,"15,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,<3,<26,,,,,,,,,,,"11,3",,,,,,,,,,,,,"<0,002",,"0,58","0,51",,,,,,,,"0,06","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,03",,,,,,,,,,,,,"0,71",,,"<0,06",,,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,<2,"24,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,16",,,,,,,,,,,,,,,,,,,,,,,,,"<2,5",
01/01/2015,RO100S,14/01/2015 12:01,,,,,,,"3,99",,"15,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,<3,<26,,,,,,,,,,,"11,3",,,,,,,,,,,,,"<0,002",,"0,58","0,51",,,,,,,,"0,06","<0,02",,,,,,,,,,,,,,,,,,,,,,,"0,03",,,,,,,,,,,,,"0,71",,,"<0,06",,,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,,,,,,,,<2,"24,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,16",,,,,,,,,,,,,,,,,,,,,,,,,"<2,5",
