PONTO,DATA,Alcalinidade Total,Alcalinidade Total_UN,Alumínio Dissolvido ,Alumínio Dissolvido _UN,Cloreto Total ,Cloreto Total _UN,Clorofila a,Clorofila a_UN,Cobre Dissolvido ,Cobre Dissolvido _UN,Cobre Total,Cobre Total_UN,Coliformes Totais,Coliformes Totais_UN,Condutividade Elétrica,Condutividade Elétrica_UN,Cor Verdadeira ,Cor Verdadeira _UN,DBO ,DBO _UN,DQO,DQO_UN,Dureza Total ,Dureza Total _UN,Escherichia coli,Escherichia coli_UN,Ferro Dissolvido,Ferro Dissolvido_UN,Fito - Cyanobacteria (Microcystis cf. aeruginosa),Fito - Cyanobacteria (Microcystis cf. aeruginosa)_UN,Fitoplâncton Quantitativo,Fitoplâncton Quantitativo_UN,Fósforo Total ,Fósforo Total _UN,Manganês Total ,Manganês Total _UN,Nitrato ,Nitrato _UN,Nitrito ,Nitrito _UN,Nitrogênio Amoniacal ,Nitrogênio Amoniacal _UN,Nitrogênio total,Nitrogênio total_UN,Oxigênio Dissolvido,Oxigênio Dissolvido_UN,Potássio Total ,Potássio Total _UN,Sulfato Total,Sulfato Total_UN,Surfactantes,Surfactantes_UN,Sólidos Dissolvidos,Sólidos Dissolvidos Totais,Sólidos Dissolvidos Totais_UN,Sólidos Dissolvidos_UN,Sólidos Sedimentáveis,Sólidos Sedimentáveis_UN,Sólidos Suspensos Totais,Sólidos Suspensos Totais_UN,Sólidos Totais,Sólidos Totais_UN,Temperatura da Água,Temperatura da Água_UN,Transparência da Água,Transparência da Água_UN,Turbidez,Turbidez_UN,Zoobentos Quantitativo,Zoobentos Quantitativo_UN,Zooplâncton Quantitativo,Zooplâncton Quantitativo_UN,pH,pH_UN,Óleos e Graxas,Óleos e Graxas_UN,Latitude,Longitude
CLA-06B,2022-01-04,7.5,mg/L,0.26,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,1050.0,NMP/100mL,30.1,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,10.5,mg/L,148.3,NPM/100mL,0.18,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.6,mg/L,4.01,mg/L,1.17,mg/L,0.92,mg/L,,,,12.0,mg/L,,,,,,76.0,mg/L,31.2,°C,,m,34.8,NTU,,,,,6.88,mg/L,10.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2022-01-04,7.0,mg/L,0.3,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,359.0,NMP/100mL,42.0,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,9.0,mg/L,38.7,NPM/100mL,0.3,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.9,mg/L,4.66,mg/L,1.07,mg/L,0.8,mg/L,,,,12.0,mg/L,,,,,,88.0,mg/L,29.7,°C,,m,18.3,NTU,,,,,7.17,mg/L,10.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2022-01-04,7.5,mg/L,0.24,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,8.0,NMP/100mL,160.1,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,14.0,mg/L,8.0,NPM/100mL,0.21,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.21,mg/L,0.03,mg/L,0.2,mg/L,2.73,mg/L,5.43,mg/L,1.12,mg/L,0.8,mg/L,,,,10.0,mg/L,,,,,,78.0,mg/L,29.9,°C,,m,13.6,NTU,,,,,7.36,mg/L,10.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2022-01-04,8.0,mg/L,0.43,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,900.0,NMP/100mL,17.4,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,12.5,mg/L,829.7,NPM/100mL,0.34,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.33,mg/L,6.38,mg/L,1.07,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,22.0,mg/L,29.9,°C,,m,14.0,NTU,,,,,6.82,mg/L,10.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2022-01-04,8.0,mg/L,0.39,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,7.0,NMP/100mL,25.1,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,10.0,mg/L,4.0,NPM/100mL,0.29,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,3.74,mg/L,5.9,mg/L,1.13,mg/L,0.8,mg/L,,,,12.0,mg/L,,,,,,82.0,mg/L,29.8,°C,,m,22.2,NTU,,,,,6.8,mg/L,10.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2022-01-04,,mg/L,,mg/L,25.72,mg/L,66.75,μg/L,0.011,mg/L,,,7550000.0,NMP/100mL,7.56,μS/cm,,UC,55.67,mg/L,169.88,mg/L,,mg/L,155000.0,NPM/100mL,0.39,mg/L,,,,,0.8,mg/L,0.05,mg/L,0.83,mg/L,0.03,mg/L,2.52,mg/L,3.91,mg/L,4.06,mg/L,3.84,mg/L,12.19,mg/L,0.66,mg/L,,156.0,mg/L,,0.3,mg/L,10.0,mg/L,264.0,mg/L,30.1,°C,,m,36.1,NTU,,,,,7.69,mg/L,16.8,mg/L,-18.567897827162238,-51.110681871352824
CLA-01,2022-04-03,15.0,mg/L,0.23,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,3170.0,NMP/100mL,28.37,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,20.5,mg/L,829.0,NPM/100mL,0.35,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.84,mg/L,7.02,mg/L,0.55,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,28.0,mg/L,25.01,°C,0.4,m,45.4,NTU,,,,,7.91,mg/L,0.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2022-04-03,15.5,mg/L,0.44,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,1200.0,NMP/100mL,28.42,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,60.0,mg/L,158.0,NPM/100mL,0.44,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.2,mg/L,7.24,mg/L,0.61,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,28.0,mg/L,27.3,°C,0.6,m,21.9,NTU,,,,,7.73,mg/L,0.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2022-04-03,13.5,mg/L,0.47,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,149.0,NMP/100mL,27.65,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,26.5,mg/L,1.0,NPM/100mL,0.46,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.2,mg/L,7.12,mg/L,0.56,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,24.0,mg/L,28.7,°C,0.95,m,13.3,NTU,,,,,7.72,mg/L,0.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2022-04-03,14.0,mg/L,0.3,mg/L,0.8,mg/L,5.34,μg/L,0.008,mg/L,,,4770.0,NMP/100mL,31.02,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,38.5,mg/L,163.1,NPM/100mL,0.38,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,5.33,mg/L,5.86,mg/L,0.69,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,26.0,mg/L,28.2,°C,0.5,m,33.9,NTU,,,,,7.55,mg/L,0.0,mg/L,-18.554869066877227,-51.12675459317855
CLA-05,2022-04-03,14.5,mg/L,0.29,mg/L,0.8,mg/L,1.669,μg/L,0.008,mg/L,,,1200.0,NMP/100mL,28.53,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,31.5,mg/L,365.4,NPM/100mL,0.39,mg/L,,,,,0.03,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.48,mg/L,5.36,mg/L,0.7,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,30.0,mg/L,26.2,°C,0.5,m,31.8,NTU,,,,,7.51,mg/L,0.0,mg/L,-18.55495622601502,-51.12622947820932
CLA-06,2022-04-03,15.0,mg/L,0.43,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,3330.0,NMP/100mL,29.61,μS/cm,15.0,UC,2.14,mg/L,20.0,mg/L,21.5,mg/L,121.2,NPM/100mL,0.41,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.76,mg/L,4.59,mg/L,0.73,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,26.0,mg/L,26.5,°C,0.5,m,33.9,NTU,,,,,7.55,mg/L,0.0,mg/L,-18.569842526616718,-51.10807692400981
CLA-06B,2022-04-03,15.5,mg/L,0.37,mg/L,0.8,mg/L,1.335,μg/L,0.008,mg/L,,,1450.0,NMP/100mL,29.63,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,50.0,mg/L,54.7,NPM/100mL,0.45,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.8,mg/L,5.7,mg/L,0.72,mg/L,0.8,mg/L,,,,28.0,mg/L,,,,,,32.0,mg/L,26.6,°C,1.5,m,23.8,NTU,,,,,7.45,mg/L,0.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2022-04-03,16.5,mg/L,0.57,mg/L,0.8,mg/L,4.005,μg/L,0.008,mg/L,,,860.0,NMP/100mL,31.49,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,41.0,mg/L,38.7,NPM/100mL,0.47,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,0.84,mg/L,6.85,mg/L,0.68,mg/L,0.8,mg/L,,,,22.0,mg/L,,,,,,28.0,mg/L,27.1,°C,0.5,m,16.1,NTU,,,,,7.66,mg/L,0.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2022-04-03,14.0,mg/L,0.53,mg/L,0.8,mg/L,1.001,μg/L,0.008,mg/L,,,1690.0,NMP/100mL,30.1,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,24.5,mg/L,50.5,NPM/100mL,0.45,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,5.18,mg/L,0.8,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,24.0,mg/L,27.5,°C,0.8,m,33.5,NTU,,,,,7.58,mg/L,0.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2022-04-03,15.0,mg/L,0.7,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,188.0,NMP/100mL,31.33,μS/cm,15.0,UC,2.0,mg/L,20.0,mg/L,25.0,mg/L,1.0,NPM/100mL,0.52,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,4.2,mg/L,5.35,mg/L,0.73,mg/L,0.8,mg/L,,,,22.0,mg/L,,,,,,32.0,mg/L,28.5,°C,0.5,m,13.3,NTU,,,,,7.48,mg/L,0.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2022-04-03,15.0,mg/L,0.44,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,980.0,NMP/100mL,30.31,μS/cm,15.0,UC,2.0,mg/L,20.98,mg/L,25.0,mg/L,55.5,NPM/100mL,0.43,mg/L,,,,,0.03,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,3.64,mg/L,5.72,mg/L,0.76,mg/L,0.8,mg/L,,,,30.0,mg/L,,,,,,38.0,mg/L,28.2,°C,0.8,m,35.3,NTU,,,,,7.14,mg/L,0.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2022-04-03,,,,,0.8,mg/L,,μg/L,0.011,mg/L,,,4080.0,NMP/100mL,31.37,μS/cm,,,2.08,mg/L,20.0,mg/L,29.0,mg/L,1040.0,NPM/100mL,0.46,mg/L,,,,,0.03,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,3.36,mg/L,4.85,mg/L,0.68,mg/L,0.8,mg/L,0.05,mg/L,,166.0,mg/L,,0.3,mg/L,10.0,mg/L,248.0,mg/L,27.6,°C,,,33.6,NTU,,,,,6.25,mg/L,0.0,mg/L,-18.567897827162238,-51.110681871352824
CLA-01,2022-07-02,14.0,mg/L,0.06,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,73.8,NMP/100mL,26.04,μS/cm,3.0,UC,2.66,mg/L,22.08,mg/L,140.0,mg/L,13.7,NPM/100mL,0.17,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,11.14,mg/L,0.37,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,22.0,mg/L,22.0,°C,2.0,m,4.54,NTU,,,,,7.81,mg/L,10.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2022-07-02,14.0,mg/L,0.05,mg/L,0.8,mg/L,5.674,μg/L,0.008,mg/L,,,7920.0,NMP/100mL,34.25,μS/cm,3.0,UC,3.17,mg/L,32.32,mg/L,43.0,mg/L,1110.0,NPM/100mL,0.14,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.31,mg/L,1.96,mg/L,10.68,mg/L,0.43,mg/L,1.01,mg/L,,,,18.0,mg/L,,,,,,30.0,mg/L,24.1,°C,3.5,m,1.98,NTU,,,,,7.8,mg/L,10.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2022-07-02,11.5,mg/L,0.05,mg/L,0.8,mg/L,13.684,μg/L,0.008,mg/L,,,3300.0,NMP/100mL,28.66,μS/cm,3.0,UC,2.89,mg/L,20.0,mg/L,27.5,mg/L,152.1,NPM/100mL,0.1,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,11.0,mg/L,0.4,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,20.0,mg/L,27.7,°C,5.0,m,1.89,NTU,,,,,7.89,mg/L,10.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2022-07-02,10.0,mg/L,0.05,mg/L,0.8,mg/L,8.678,μg/L,0.008,mg/L,,,3210.0,NMP/100mL,27.7,μS/cm,3.0,UC,2.61,mg/L,20.0,mg/L,14.0,mg/L,87.1,NPM/100mL,0.14,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,3.64,mg/L,9.45,mg/L,0.4,mg/L,0.8,mg/L,,,,22.0,mg/L,,,,,,32.0,mg/L,22.7,°C,1.5,m,3.55,NTU,,,,,7.55,mg/L,10.0,mg/L,-18.554869066877227,-51.12675459317855
CLA-05,2022-07-02,12.0,mg/L,0.05,mg/L,56.66,mg/L,17.355,μg/L,0.008,mg/L,,,463000.0,NMP/100mL,103.4,μS/cm,3.0,UC,2.9,mg/L,22.45,mg/L,2.0,mg/L,2490.0,NPM/100mL,0.1,mg/L,,,,,0.54,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.68,mg/L,6.44,mg/L,1.93,mg/L,0.8,mg/L,,,,62.0,mg/L,,,,,,70.0,mg/L,24.9,°C,0.5,m,2.83,NTU,,,,,7.22,mg/L,10.0,mg/L,-18.55495622601502,-51.12622947820932
CLA-06,2022-07-02,10.5,mg/L,0.05,mg/L,2.78,mg/L,1.0,μg/L,0.008,mg/L,,,60000.0,NMP/100mL,34.72,μS/cm,3.0,UC,2.57,mg/L,36.17,mg/L,20.0,mg/L,75.4,NPM/100mL,0.13,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,9.72,mg/L,0.41,mg/L,0.8,mg/L,,,,26.0,mg/L,,,,,,30.0,mg/L,25.4,°C,1.5,m,5.8,NTU,,,,,7.3,mg/L,10.0,mg/L,-18.569842526616718,-51.10807692400981
CLA-06B,2022-07-02,12.0,mg/L,0.06,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,90000.0,NMP/100mL,33.42,μS/cm,3.0,UC,2.95,mg/L,20.0,mg/L,16.5,mg/L,11.8,NPM/100mL,0.15,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,10.1,mg/L,0.49,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,22.0,mg/L,23.7,°C,2.0,m,3.31,NTU,,,,,7.7,mg/L,10.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2022-07-02,12.5,mg/L,0.06,mg/L,0.8,mg/L,1.335,μg/L,0.008,mg/L,,,2280.0,NMP/100mL,34.38,μS/cm,3.0,UC,2.95,mg/L,20.0,mg/L,2.0,mg/L,2.0,NPM/100mL,0.16,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,10.29,mg/L,0.53,mg/L,0.8,mg/L,,,,18.0,mg/L,,,,,,20.0,mg/L,24.1,°C,3.0,m,3.36,NTU,,,,,7.81,mg/L,10.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2022-07-02,18.0,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,200.0,NMP/100mL,54.65,μS/cm,3.0,UC,2.67,mg/L,20.0,mg/L,39.0,mg/L,1.0,NPM/100mL,0.19,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,11.2,mg/L,0.45,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,30.0,mg/L,23.7,°C,1.8,m,6.63,NTU,,,,,7.29,mg/L,10.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2022-07-02,11.0,mg/L,0.07,mg/L,0.8,mg/L,4.673,μg/L,0.008,mg/L,,,700.0,NMP/100mL,34.12,μS/cm,3.0,UC,2.43,mg/L,20.0,mg/L,19.0,mg/L,1.0,NPM/100mL,0.1,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,0.56,mg/L,9.83,mg/L,0.25,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,24.0,mg/L,24.0,°C,1.5,m,1.89,NTU,,,,,7.75,mg/L,10.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2022-07-02,8.5,mg/L,0.06,mg/L,0.8,mg/L,10.68,μg/L,0.008,mg/L,,,100.0,NMP/100mL,36.32,μS/cm,3.0,UC,2.66,mg/L,20.0,mg/L,15.0,mg/L,4.0,NPM/100mL,0.12,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,3.92,mg/L,10.4,mg/L,0.44,mg/L,0.8,mg/L,,,,20.0,mg/L,,,,,,22.0,mg/L,22.5,°C,0.7,m,2.82,NTU,,,,,7.88,mg/L,10.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2022-07-02,,,,,2.6,mg/L,1.0,μg/L,0.0108,mg/L,,,10900.0,NMP/100mL,84.0,μS/cm,,,3.46,mg/L,38.15,mg/L,12.0,mg/L,76.3,NPM/100mL,0.11,mg/L,,,,,0.22,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,1.62,mg/L,1.68,mg/L,7.02,mg/L,1.15,mg/L,1.4,mg/L,0.05,mg/L,,98.0,mg/L,,0.5,mg/L,10.0,mg/L,102.0,mg/L,24.6,°C,,,3.43,NTU,,,,,6.65,mg/L,10.0,mg/L,-18.567897827162238,-51.110681871352824
CLA-01,2022-10-04,7.0,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,400.0,NMP/100mL,22.9,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,29.4,mg/L,190.0,NPM/100mL,0.12,mg/L,,,,,0.02,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,5.35,mg/L,0.71,mg/L,1.01,mg/L,,,,16.0,mg/L,,,,,,22.0,mg/L,26.6,°C,1.5,m,7.13,NTU,,,,,7.66,mg/L,10.0,mg/L,-18.40471469720768,-51.22287716980235
CLA-02,2022-10-04,8.0,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,167.0,NMP/100mL,20.0,μS/cm,3.0,UC,2.07,mg/L,20.0,mg/L,31.5,mg/L,2.0,NPM/100mL,0.16,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,7.07,mg/L,0.65,mg/L,0.8,mg/L,,,,14.0,mg/L,,,,,,20.0,mg/L,27.1,°C,2.0,m,4.42,NTU,,,,,7.64,mg/L,10.0,mg/L,-18.478620867606217,-51.188607926708855
CLA-03,2022-10-04,9.0,mg/L,0.06,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,11.0,NMP/100mL,23.0,μS/cm,3.0,UC,2.44,mg/L,20.0,mg/L,20.0,mg/L,2.0,NPM/100mL,0.1,mg/L,,,,,0.03,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,7.44,mg/L,0.66,mg/L,0.8,mg/L,,,,12.0,mg/L,,,,,,18.0,mg/L,27.1,°C,2.0,m,2.21,NTU,,,,,7.9,mg/L,10.0,mg/L,-18.528218997966466,-51.15191904306638
CLA-04,2022-10-04,8.5,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,43.0,NMP/100mL,26.2,μS/cm,3.0,UC,2.51,mg/L,21.77,mg/L,38.0,mg/L,3.0,NPM/100mL,0.11,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,7.42,mg/L,0.7,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,22.0,mg/L,27.8,°C,1.5,m,3.65,NTU,,,,,7.3,mg/L,10.0,mg/L,-18.554869066877227,-51.12675459317855
CLA-05,2022-10-04,22.5,mg/L,0.06,mg/L,171.39,mg/L,1.0,μg/L,0.008,mg/L,,,385000.0,NMP/100mL,800.0,μS/cm,3.0,UC,2.0,mg/L,29.41,mg/L,48.0,mg/L,75500.0,NPM/100mL,0.34,mg/L,,,,,4.32,mg/L,0.121,mg/L,2.193,mg/L,0.03,mg/L,0.2,mg/L,4.43,mg/L,4.53,mg/L,4.92,mg/L,4.08,mg/L,,,,386.0,mg/L,,,,,,402.0,mg/L,29.1,°C,1.5,m,8.31,NTU,,,,,6.99,mg/L,10.0,mg/L,-18.55495622601502,-51.12622947820932
CLA-06,2022-10-04,10.5,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,24.1,NMP/100mL,29.5,μS/cm,3.0,UC,3.03,mg/L,20.0,mg/L,21.0,mg/L,14.6,NPM/100mL,0.1,mg/L,,,,,0.17,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,6.96,mg/L,0.69,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,24.0,mg/L,28.2,°C,2.9,m,2.23,NTU,,,,,7.37,mg/L,10.0,mg/L,-18.569842526616718,-51.10807692400981
CLA-06B,2022-10-04,8.5,mg/L,0.05,mg/L,0.8,mg/L,1.001,μg/L,0.008,mg/L,,,2380.0,NMP/100mL,22.6,μS/cm,3.0,UC,2.61,mg/L,22.13,mg/L,13.5,mg/L,9.0,NPM/100mL,0.1,mg/L,,,,,0.04,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.96,mg/L,6.8,mg/L,0.68,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,22.0,mg/L,29.1,°C,2.5,m,2.36,NTU,,,,,7.42,mg/L,10.0,mg/L,-18.580416304138193,-51.10538491999489
CLA-07,2022-10-04,11.5,mg/L,0.05,mg/L,0.8,mg/L,1.0,μg/L,0.008,mg/L,,,4.0,NMP/100mL,31.7,μS/cm,3.0,UC,2.57,mg/L,24.76,mg/L,24.0,mg/L,1.0,NPM/100mL,0.1,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,6.92,mg/L,0.63,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,20.0,mg/L,28.9,°C,2.5,m,1.27,NTU,,,,,7.64,mg/L,10.0,mg/L,-18.64469238815568,-51.05218482324302
CLA-08,2022-10-04,18.0,mg/L,0.11,mg/L,0.8,mg/L,1.252,μg/L,0.008,mg/L,,,196.0,NMP/100mL,20.5,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,46.5,mg/L,35.8,NPM/100mL,0.32,mg/L,,,,,0.01,mg/L,0.062,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.52,mg/L,6.2,mg/L,2.04,mg/L,0.8,mg/L,,,,28.0,mg/L,,,,,,34.0,mg/L,25.2,°C,1.2,m,12.8,NTU,,,,,7.5,mg/L,10.0,mg/L,-18.706763370925028,-51.008782838537705
CLA-08CS,2022-10-04,11.0,mg/L,0.05,mg/L,0.8,mg/L,6.675,μg/L,0.008,mg/L,,,2.0,NMP/100mL,30.0,μS/cm,3.0,UC,2.02,mg/L,20.0,mg/L,29.5,mg/L,1.0,NPM/100mL,0.1,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.4,mg/L,6.92,mg/L,0.66,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,22.0,mg/L,29.0,°C,2.5,m,3.28,NTU,,,,,7.67,mg/L,10.0,mg/L,-18.658334892800493,-51.06757829218299
CLA-09,2022-10-04,10.5,mg/L,0.05,mg/L,0.8,mg/L,2.67,μg/L,0.008,mg/L,,,3.0,NMP/100mL,23.0,μS/cm,3.0,UC,2.0,mg/L,20.0,mg/L,21.0,mg/L,1.0,NPM/100mL,0.1,mg/L,,,,,0.01,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,2.24,mg/L,6.5,mg/L,0.68,mg/L,0.8,mg/L,,,,16.0,mg/L,,,,,,20.0,mg/L,25.2,°C,0.6,m,2.09,NTU,,,,,8.0,mg/L,10.0,mg/L,-18.732783800131944,-51.003284514940056
CLA-ETE,2022-10-04,,,,,1.7,mg/L,28.369,μg/L,0.008,mg/L,,,266000.0,NMP/100mL,54.4,μS/cm,,,2.8,mg/L,20.0,mg/L,,mg/L,6460.0,NPM/100mL,0.1,mg/L,,,,,0.12,mg/L,0.03,mg/L,0.2,mg/L,0.03,mg/L,0.2,mg/L,1.4,mg/L,5.71,mg/L,1.21,mg/L,1.45,mg/L,0.05,mg/L,,24.0,mg/L,,0.3,mg/L,10.0,mg/L,24.0,mg/L,28.2,°C,,,3.66,NTU,,,,,7.46,mg/L,10.0,mg/L,-18.567897827162238,-51.110681871352824
